"covariateId","columnId","covariateName","analysisId","conceptId","covariateValue","included"
3,1,"age group:   0 -   4",3,0,0,0
1901,2,"Charlson index - Romano adaptation",901,0,0.00490578515553029,1
2003,3,"age group:  10 -  14",3,0,0.0217049263027669,1
3003,4,"age group:  15 -  19",3,0,0.0768970900828971,1
4003,5,"age group:  20 -  24",3,0,0.0828695359069828,1
5003,6,"age group:  25 -  29",3,0,0.0856077993461688,1
6003,7,"age group:  30 -  34",3,0,0.05374592888718,1
7003,8,"age group:  35 -  39",3,0,0.041122252587058,1
8003,9,"age group:  40 -  44",3,0,0.0171526433669195,1
9003,10,"age group:  45 -  49",3,0,0.0114837526862635,1
10003,11,"age group:  50 -  54",3,0,0.00761885248843391,1
11003,12,"age group:  55 -  59",3,0,0.00592246489892535,1
12003,13,"age group:  60 -  64",3,0,0.00271068075311681,1
13003,14,"age group:  65 -  69",3,0,0,0
14003,15,"age group:  70 -  74",3,0,0,0
15003,16,"age group:  75 -  79",3,0,0,0
16003,17,"age group:  80 -  84",3,0,0,0
17003,18,"age group:  85 -  89",3,0,0,0
18003,19,"age group:  90 -  94",3,0,0,0
19003,20,"age group:  95 -  99",3,0,0,0
8532001,21,"gender = FEMALE",1,8532,0.0490101830205442,1
23325102,22,"condition_occurrence during day -365 through 0 days relative to index: Heartburn",102,23325,0,0
23325104,23,"condition_occurrence during day -30 through 0 days relative to index: Heartburn",104,23325,0,0
23325210,24,"condition_era group during day -365 through 0 days relative to index: Heartburn",210,23325,0,0
23325212,25,"condition_era group during day -30 through 0 days relative to index: Heartburn",212,23325,0,0
23798102,26,"condition_occurrence during day -365 through 0 days relative to index: Acute laryngopharyngitis",102,23798,0,0
23798104,27,"condition_occurrence during day -30 through 0 days relative to index: Acute laryngopharyngitis",104,23798,0,0
23798210,28,"condition_era group during day -365 through 0 days relative to index: Acute laryngopharyngitis",210,23798,0,0
23798212,29,"condition_era group during day -30 through 0 days relative to index: Acute laryngopharyngitis",212,23798,0,0
24134102,30,"condition_occurrence during day -365 through 0 days relative to index: Neck pain",102,24134,0,0
24134104,31,"condition_occurrence during day -30 through 0 days relative to index: Neck pain",104,24134,0,0
24134210,32,"condition_era group during day -365 through 0 days relative to index: Neck pain",210,24134,0,0
24134212,33,"condition_era group during day -30 through 0 days relative to index: Neck pain",212,24134,0,0
24660102,34,"condition_occurrence during day -365 through 0 days relative to index: Acute tonsillitis",102,24660,0,0
24660104,35,"condition_occurrence during day -30 through 0 days relative to index: Acute tonsillitis",104,24660,0,0
24660210,36,"condition_era group during day -365 through 0 days relative to index: Acute tonsillitis",210,24660,0,0
24660212,37,"condition_era group during day -30 through 0 days relative to index: Acute tonsillitis",212,24660,0,0
24969210,38,"condition_era group during day -365 through 0 days relative to index: Laryngitis",210,24969,0,0
24969212,39,"condition_era group during day -30 through 0 days relative to index: Laryngitis",212,24969,0,0
25297102,40,"condition_occurrence during day -365 through 0 days relative to index: Acute pharyngitis",102,25297,0,0
25297104,41,"condition_occurrence during day -30 through 0 days relative to index: Acute pharyngitis",104,25297,0,0
25297210,42,"condition_era group during day -365 through 0 days relative to index: Acute pharyngitis",210,25297,0,0
