"covariateId","covariateName","analysisId","conceptId","covariateValue"
444100102,"condition_occurrence during day -365 through 0 days relative to index: Mood disorder",102,444100,0.925866999249637
4047120210,"condition_era group during day -365 through 0 days relative to index: Disorders of attention and motor control",210,4047120,-0.853092936856597
45771096210,"condition_era group during day -365 through 0 days relative to index: Neurodevelopmental disorder",210,45771096,-0.676734600226666
705944412,"drug_era group during day -30 through 0 days relative to index: methylphenidate",412,705944,-0.614543542726605
40277917210,"condition_era group during day -365 through 0 days relative to index: Intellectual disability",210,40277917,0.569923219807934
21601487410,"drug_era group during day -365 through 0 days relative to index: Thiazides, combinations with other drugs",410,21601487,-0.559817430901056
21604752410,"drug_era group during day -365 through 0 days relative to index: PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",410,21604752,0.522080553802754
21601606413,"drug_era group during day 0 through 0 days relative to index: AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE",413,21601606,0.506413139911598
21604421413,"drug_era group during day 0 through 0 days relative to index: Fatty acid derivatives",413,21604421,0.495266818810599
21600001410,"drug_era group during day -365 through 0 days relative to index: ALIMENTARY TRACT AND METABOLISM",410,21600001,-0.480869383188407
8532001,"gender = FEMALE",1,8532,-0.475523713539651
4307111102,"condition_occurrence during day -365 through 0 days relative to index: Moderate major depression",102,4307111,0.445211959228157
433752212,"condition_era group during day -30 through 0 days relative to index: Impulse control disorder",212,433752,0.44445527568661
21604445413,"drug_era group during day 0 through 0 days relative to index: Tertiary amines",413,21604445,0.431753930231408
9003,"age group:  45 -  49",3,0,-0.3868837495407
21604490413,"drug_era group during day 0 through 0 days relative to index: ANTIPSYCHOTICS",413,21604490,0.383081238346331
4043545212,"condition_era group during day -30 through 0 days relative to index: Developmental mental disorder",212,4043545,-0.353487682971938
8003,"age group:  40 -  44",3,0,-0.347946853141246
433758212,"condition_era group during day -30 through 0 days relative to index: Childhood emotional disorder",212,433758,-0.32668034762637
440383102,"condition_occurrence during day -365 through 0 days relative to index: Depressive disorder",102,440383,-0.32353846271256
5003,"age group:  25 -  29",3,0,-0.31422770864918
21604600413,"drug_era group during day 0 through 0 days relative to index: Azaspirodecanedione derivatives",413,21604600,0.282666865105498
21604389413,"drug_era group during day 0 through 0 days relative to index: ANTIEPILEPTICS",413,21604389,0.280092823418027
21604421412,"drug_era group during day -30 through 0 days relative to index: Fatty acid derivatives",412,21604421,0.265353596148393
4047120102,"condition_occurrence during day -365 through 0 days relative to index: Disorders of attention and motor control",102,4047120,-0.260370950393909
4047120104,"condition_occurrence during day -30 through 0 days relative to index: Disorders of attention and motor control",104,4047120,-0.257011027564256
743670413,"drug_era group during day 0 through 0 days relative to index: venlafaxine",413,743670,0.231716166819685
21604686410,"drug_era group during day -365 through 0 days relative to index: ANTIDEPRESSANTS",410,21604686,-0.231678936286841
4003,"age group:  20 -  24",3,0,-0.220437583671915
705944413,"drug_era group during day 0 through 0 days relative to index: methylphenidate",413,705944,-0.209174075728266
21604787410,"drug_era group during day -365 through 0 days relative to index: PSYCHOLEPTICS AND PSYCHOANALEPTICS IN COMBINATION",410,21604787,0.206189438104063
4333678104,"condition_occurrence during day -30 through 0 days relative to index: Hypomania",104,4333678,0.199268410414277
444100212,"condition_era group during day -30 through 0 days relative to index: Mood disorder",212,444100,0.198705397611947
21604685410,"drug_era group during day -365 through 0 days relative to index: PSYCHOANALEPTICS",410,21604685,0.198044307340299
4338031102,"condition_occurrence during day -365 through 0 days relative to index: Mixed anxiety and depressive disorder",102,4338031,-0.192956583990146
433758210,"condition_era group during day -365 through 0 days relative to index: Childhood emotional disorder",210,433758,-0.185208701439935
21600081413,"drug_era group during day 0 through 0 days relative to index: H2-receptor antagonists",413,21600081,0.182671710765684
21601628413,"drug_era group during day 0 through 0 days relative to index: Other agents for treatment of hemorrhoids and anal fissures for topical use",413,21601628,0.182380685197388
443617210,"condition_era group during day -365 through 0 days relative to index: Conduct disorder",210,443617,0.176068695666847
4333678102,"condition_occurrence during day -365 through 0 days relative to index: Hypomania",102,4333678,0.173611540762244
4289526102,"condition_occurrence during day -365 through 0 days relative to index: Nonulcer dyspepsia",102,4289526,-0.171872813010706
705944410,"drug_era group during day -365 through 0 days relative to index: methylphenidate",410,705944,-0.169369328807249
21604444413,"drug_era group during day 0 through 0 days relative to index: ANTICHOLINERGIC AGENTS",413,21604444,0.15427567499435
442077104,"condition_occurrence during day -30 through 0 days relative to index: Anxiety disorder",104,442077,0.151305453643359
21600451410,"drug_era group during day -365 through 0 days relative to index: ANTIHYPERTENSIVES AND DIURETICS IN COMBINATION",410,21600451,-0.14849048851509
4134596212,"condition_era group during day -30 through 0 days relative to index: Chronic mental disorder",212,4134596,0.144562830455248
436073212,"condition_era group during day -30 through 0 days relative to index: Psychotic disorder",212,436073,0.137669080571287
441542210,"condition_era group during day -365 through 0 days relative to index: Anxiety",210,441542,0.136886271180063
438409102,"condition_occurrence during day -365 through 0 days relative to index: Attention deficit hyperactivity disorder",102,438409,0.136659628566445
4338031210,"condition_era group during day -365 through 0 days relative to index: Mixed anxiety and depressive disorder",210,4338031,-0.128727956348379
21604180410,"drug_era group during day -365 through 0 days relative to index: NERVOUS SYSTEM",410,21604180,0.126667458547122
6003,"age group:  30 -  34",3,0,-0.12571780536525
21604606413,"drug_era group during day 0 through 0 days relative to index: HYPNOTICS AND SEDATIVES",413,21604606,0.120128346685999
374905212,"condition_era group during day -30 through 0 days relative to index: Non-organic sleep disorder",212,374905,-0.119837805610757
21604678413,"drug_era group during day 0 through 0 days relative to index: Hypnotics and sedatives in combination, excl. barbiturates",413,21604678,0.108454438718662
436677210,"condition_era group during day -365 through 0 days relative to index: Adjustment disorder",210,436677,-0.102526248571143
442077210,"condition_era group during day -365 through 0 days relative to index: Anxiety disorder",210,442077,0.0943175156476941
437843212,"condition_era group during day -30 through 0 days relative to index: Conduct disorder, childhood-onset type",212,437843,0.0911251331239551
2003,"age group:  10 -  14",3,0,0.0903707567310718
436665102,"condition_occurrence during day -365 through 0 days relative to index: Bipolar disorder",102,436665,-0.0868609067614155
4336957212,"condition_era group during day -30 through 0 days relative to index: Mild major depression",212,4336957,0.0835167117372573
21600451413,"drug_era group during day 0 through 0 days relative to index: ANTIHYPERTENSIVES AND DIURETICS IN COMBINATION",413,21600451,-0.0771779358466438
40277917212,"condition_era group during day -30 through 0 days relative to index: Intellectual disability",212,40277917,0.0735688151450379
35624743212,"condition_era group during day -30 through 0 days relative to index: Bipolar disorder, most recent episode depression",212,35624743,0.0676826112774049
442077102,"condition_occurrence during day -365 through 0 days relative to index: Anxiety disorder",102,442077,0.0646745370980301
437854104,"condition_occurrence during day -30 through 0 days relative to index: Cataplexy and narcolepsy",104,437854,0.0639502105664451
4101343210,"condition_era group during day -365 through 0 days relative to index: Functional finding of gastrointestinal tract",210,4101343,-0.0611312566016845
21604565412,"drug_era group during day -30 through 0 days relative to index: Benzodiazepine derivatives",412,21604565,0.0603274631525319
443617212,"condition_era group during day -30 through 0 days relative to index: Conduct disorder",212,443617,0.0581006165727254
735979413,"drug_era group during day 0 through 0 days relative to index: risperidone",413,735979,0.0580643127126809
4327337102,"condition_occurrence during day -365 through 0 days relative to index: Severe major depression without psychotic features",102,4327337,-0.0571561854791246
757688410,"drug_era group during day -365 through 0 days relative to index: aripiprazole",410,757688,-0.048002026827795
755695412,"drug_era group during day -30 through 0 days relative to index: fluoxetine",412,755695,-0.0440637137878746
381839212,"condition_era group during day -30 through 0 days relative to index: Tic disorder",212,381839,-0.0387343546941434
703547410,"drug_era group during day -365 through 0 days relative to index: trazodone",410,703547,-0.0380735539211311
444100210,"condition_era group during day -365 through 0 days relative to index: Mood disorder",210,444100,0.0343799484687141
43021849212,"condition_era group during day -30 through 0 days relative to index: Mood disorder of manic type",212,43021849,0.0324455940441702
4336957104,"condition_occurrence during day -30 through 0 days relative to index: Mild major depression",104,4336957,0.0283389682853203
43021805104,"condition_occurrence during day -30 through 0 days relative to index: Obsessional personality disorder",104,43021805,0.0255995866393719
7003,"age group:  35 -  39",3,0,-0.0235439008260012
21604685413,"drug_era group during day 0 through 0 days relative to index: PSYCHOANALEPTICS",413,21604685,0.0234455562066474
21604180413,"drug_era group during day 0 through 0 days relative to index: NERVOUS SYSTEM",413,21604180,0.0227482949224832
21604685412,"drug_era group during day -30 through 0 days relative to index: PSYCHOANALEPTICS",412,21604685,0.0191465880540252
437854102,"condition_occurrence during day -365 through 0 days relative to index: Cataplexy and narcolepsy",102,437854,0.0136341506292148
4148091210,"condition_era group during day -365 through 0 days relative to index: Developmental disorder of motor function",210,4148091,-0.0131520949591024
440383104,"condition_occurrence during day -30 through 0 days relative to index: Depressive disorder",104,440383,-0.0119304152030288
21604180412,"drug_era group during day -30 through 0 days relative to index: NERVOUS SYSTEM",412,21604180,0.00990600704774619
4289526210,"condition_era group during day -365 through 0 days relative to index: Nonulcer dyspepsia",210,4289526,-0.00872281635483468
4149320212,"condition_era group during day -30 through 0 days relative to index: Mild depression",212,4149320,0.00602708414463521
21604788410,"drug_era group during day -365 through 0 days relative to index: Antidepressants in combination with psycholeptics",410,21604788,0.00199671876529532
437854212,"condition_era group during day -30 through 0 days relative to index: Cataplexy and narcolepsy",212,437854,0.00157204042599915
43021805212,"condition_era group during day -30 through 0 days relative to index: Obsessional personality disorder",212,43021805,0.000990630649051648
797399410,"drug_era group during day -365 through 0 days relative to index: gabapentin",410,797399,0
1797513410,"drug_era group during day -365 through 0 days relative to index: ciprofloxacin",410,1797513,0
42898675410,"drug_era group during day -365 through 0 days relative to index: Bacillus subtilis",410,42898675,0
1338005410,"drug_era group during day -365 through 0 days relative to index: bisoprolol",410,1338005,0
938362410,"drug_era group during day -365 through 0 days relative to index: pemirolast",410,938362,0
1146810410,"drug_era group during day -365 through 0 days relative to index: piroxicam",410,1146810,0
1713332410,"drug_era group during day -365 through 0 days relative to index: amoxicillin",410,1713332,0
713823410,"drug_era group during day -365 through 0 days relative to index: ropinirole",410,713823,0
1713930410,"drug_era group during day -365 through 0 days relative to index: nafcillin",410,1713930,0
1114220410,"drug_era group during day -365 through 0 days relative to index: naloxone",410,1114220,0
1714319410,"drug_era group during day -365 through 0 days relative to index: naltrexone",410,1714319,0
985247410,"drug_era group during day -365 through 0 days relative to index: aluminum hydroxide",410,985247,0
785788410,"drug_era group during day -365 through 0 days relative to index: olanzapine",410,785788,0
1185922410,"drug_era group during day -365 through 0 days relative to index: ketoprofen",410,1185922,0
19019620410,"drug_era group during day -365 through 0 days relative to index: benzydamine",410,19019620,0
19038464410,"drug_era group during day -365 through 0 days relative to index: soy protein isolate",410,19038464,0
1139042410,"drug_era group during day -365 through 0 days relative to index: acetylcysteine",410,1139042,0
1139179410,"drug_era group during day -365 through 0 days relative to index: bromfenac",410,1139179,0
1747005410,"drug_era group during day -365 through 0 days relative to index: cefditoren",410,1747005,0
