"covariateId","covariateName","analysisId","conceptId","covariateValue"
21604752410,"drug_era group during day -365 through 0 days relative to index: PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",410,21604752,1.51103588932146
4047120210,"condition_era group during day -365 through 0 days relative to index: Disorders of attention and motor control",210,4047120,-1.37631138944194
437843212,"condition_era group during day -30 through 0 days relative to index: Conduct disorder, childhood-onset type",212,437843,1.16940834174716
21602189413,"drug_era group during day 0 through 0 days relative to index: Corticosteroids, potent, other combinations",413,21602189,0.805571481857849
21605125413,"drug_era group during day 0 through 0 days relative to index: OTHER OPHTHALMOLOGICALS",413,21605125,0.75212773132832
5003,"age group:  25 -  29",3,0,0.737325432592522
703547413,"drug_era group during day 0 through 0 days relative to index: trazodone",413,703547,0.719156392009631
4338031102,"condition_occurrence during day -365 through 0 days relative to index: Mixed anxiety and depressive disorder",102,4338031,0.69959644798495
3003,"age group:  15 -  19",3,0,0.649745303300629
4047120104,"condition_occurrence during day -30 through 0 days relative to index: Disorders of attention and motor control",104,4047120,-0.581537983850595
6003,"age group:  30 -  34",3,0,0.551701419113211
19011339413,"drug_era group during day 0 through 0 days relative to index: mosapride",413,19011339,-0.546789452725124
19055224410,"drug_era group during day -365 through 0 days relative to index: flunitrazepam",410,19055224,-0.511874566802081
21604180410,"drug_era group during day -365 through 0 days relative to index: NERVOUS SYSTEM",410,21604180,-0.500379804504662
438409104,"condition_occurrence during day -30 through 0 days relative to index: Attention deficit hyperactivity disorder",104,438409,0.489792425088923
440383210,"condition_era group during day -365 through 0 days relative to index: Depressive disorder",210,440383,0.461097581606954
21604555413,"drug_era group during day 0 through 0 days relative to index: Lithium",413,21604555,0.458741165948338
705944412,"drug_era group during day -30 through 0 days relative to index: methylphenidate",412,705944,-0.440515313845329
4003,"age group:  20 -  24",3,0,0.423339938438061
443617102,"condition_occurrence during day -365 through 0 days relative to index: Conduct disorder",102,443617,-0.413917074994869
8003,"age group:  40 -  44",3,0,0.412477828014676
705944413,"drug_era group during day 0 through 0 days relative to index: methylphenidate",413,705944,-0.405783242160103
21604606412,"drug_era group during day -30 through 0 days relative to index: HYPNOTICS AND SEDATIVES",412,21604606,0.398199040418272
